Scenario ID,Health Signal,Subsystem,Current Task,Condition,Anomaly,Recommended Procedure,Expected Outcome,Operator Approval Required,Priority
SCN-00754,Green,Storage,Downlink,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00755,Green,Payload,Calibration,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00756,Green,Power,Calibration,Battery > 70%,None,Continue Mission,Nominal power operation,No,Low
SCN-00757,Green,Power,Downlink,Battery > 70%,None,Continue Mission,Nominal power operation,No,Low
SCN-00758,Yellow,Power,Idle,Battery 30-70%,Potential Power Anomaly,Reduce Payload Power,Battery drain reduced,Yes,Medium
SCN-00759,Green,Payload,Idle,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00760,Red,Thermal,Orbit Correction,Temperature > 70°C,Thermal Failure,Shutdown Payload,Prevent hardware damage,Yes,Critical
SCN-00761,Green,Power,Orbit Correction,Solar Output Normal,None,Continue Charging,Battery remains healthy,No,Low
SCN-00762,Green,Power,Downlink,Solar Output Normal,None,Continue Charging,Battery remains healthy,No,Low
SCN-00763,Yellow,Communication,Downlink,Weak Signal,Potential Communication Anomaly,Prepare Next Ground Pass,Avoid communication failure,Yes,Medium
SCN-00764,Yellow,Payload,Downlink,Camera Temperature Rising,Potential Payload Anomaly,Reduce Image Capture Rate,Prevent camera shutdown,Yes,Medium
SCN-00765,Green,Payload,Capturing Earth Images,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00766,Green,Storage,Downlink,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00767,Green,Storage,Orbit Correction,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00768,Red,Communication,Capturing Earth Images,Communication Lost,Communication Failure,Queue Commands,Resume during next communication window,Yes,Critical
SCN-00769,Green,Power,Orbit Correction,Battery > 70%,None,Continue Mission,Nominal power operation,No,Low
SCN-00770,Red,Communication,Idle,Communication Lost,Communication Failure,Queue Commands,Resume during next communication window,Yes,Critical
SCN-00771,Green,Storage,Idle,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00772,Green,Power,Idle,Solar Output Normal,None,Continue Charging,Battery remains healthy,No,Low
SCN-00773,Yellow,Payload,Capturing Earth Images,Camera Temperature Rising,Potential Payload Anomaly,Reduce Image Capture Rate,Prevent camera shutdown,Yes,Medium
SCN-00774,Green,Thermal,Capturing Earth Images,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
SCN-00775,Green,Thermal,Idle,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
SCN-00776,Green,Payload,Capturing Earth Images,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00777,Green,Communication,Orbit Correction,Signal Stable,None,Continue Downlink,Telemetry transmitted successfully,No,Low
SCN-00778,Yellow,Storage,Calibration,Storage 70-90%,Potential Storage Anomaly,Schedule Downlink,Avoid storage overflow,Yes,Medium
SCN-00779,Yellow,Communication,Calibration,Weak Signal,Potential Communication Anomaly,Prepare Next Ground Pass,Avoid communication failure,Yes,Medium
SCN-00780,Green,Power,Orbit Correction,Battery > 70%,None,Continue Mission,Nominal power operation,No,Low
SCN-00781,Red,Power,Calibration,Battery < 20%,Power Failure,Enter Safe Mode,Prevent complete battery depletion,Yes,Critical
SCN-00782,Yellow,Payload,Idle,Camera Temperature Rising,Potential Payload Anomaly,Reduce Image Capture Rate,Prevent camera shutdown,Yes,Medium
SCN-00783,Yellow,Thermal,Idle,Temperature 45-65°C,Potential Thermal Anomaly,Reduce CPU Load,Prevent overheating,Yes,Medium
SCN-00784,Red,Payload,Orbit Correction,Camera Failure,Payload Failure,Restart Camera Module,Restore payload functionality,Yes,Critical
SCN-00785,Yellow,Payload,Calibration,Camera Temperature Rising,Potential Payload Anomaly,Reduce Image Capture Rate,Prevent camera shutdown,Yes,Medium
SCN-00786,Yellow,Thermal,Idle,Temperature 45-65°C,Potential Thermal Anomaly,Reduce CPU Load,Prevent overheating,Yes,Medium
SCN-00787,Green,Storage,Orbit Correction,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00788,Red,Thermal,Calibration,Temperature > 70°C,Thermal Failure,Shutdown Payload,Prevent hardware damage,Yes,Critical
SCN-00789,Red,Power,Downlink,Solar Panel Failure,Power Failure,Disable Payload,Reduce power consumption,Yes,Critical
SCN-00790,Red,Power,Downlink,Battery < 20%,Power Failure,Enter Safe Mode,Prevent complete battery depletion,Yes,Critical
SCN-00791,Green,Storage,Downlink,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00792,Green,Storage,Calibration,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00793,Yellow,Thermal,Idle,Temperature 45-65°C,Potential Thermal Anomaly,Reduce CPU Load,Prevent overheating,Yes,Medium
SCN-00794,Green,Thermal,Capturing Earth Images,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
SCN-00795,Yellow,Storage,Idle,Storage 70-90%,Potential Storage Anomaly,Schedule Downlink,Avoid storage overflow,Yes,Medium
SCN-00796,Green,Thermal,Orbit Correction,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
SCN-00797,Yellow,Payload,Orbit Correction,Camera Temperature Rising,Potential Payload Anomaly,Reduce Image Capture Rate,Prevent camera shutdown,Yes,Medium
SCN-00798,Yellow,Communication,Downlink,Weak Signal,Potential Communication Anomaly,Prepare Next Ground Pass,Avoid communication failure,Yes,Medium
SCN-00799,Green,Storage,Calibration,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00800,Green,Power,Orbit Correction,Solar Output Normal,None,Continue Charging,Battery remains healthy,No,Low
SCN-00801,Yellow,Communication,Capturing Earth Images,Weak Signal,Potential Communication Anomaly,Prepare Next Ground Pass,Avoid communication failure,Yes,Medium
SCN-00802,Green,Payload,Calibration,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00803,Yellow,Thermal,Orbit Correction,Temperature 45-65°C,Potential Thermal Anomaly,Reduce CPU Load,Prevent overheating,Yes,Medium
SCN-00804,Green,Storage,Orbit Correction,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00805,Green,Communication,Capturing Earth Images,Signal Stable,None,Continue Downlink,Telemetry transmitted successfully,No,Low
SCN-00806,Green,Storage,Capturing Earth Images,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00807,Red,Power,Downlink,Battery < 20%,Power Failure,Enter Safe Mode,Prevent complete battery depletion,Yes,Critical
SCN-00808,Green,Power,Capturing Earth Images,Battery > 70%,None,Continue Mission,Nominal power operation,No,Low
SCN-00809,Green,Communication,Idle,Signal Stable,None,Continue Downlink,Telemetry transmitted successfully,No,Low
SCN-00810,Yellow,Thermal,Orbit Correction,Temperature 45-65°C,Potential Thermal Anomaly,Reduce CPU Load,Prevent overheating,Yes,Medium
SCN-00811,Green,Power,Idle,Solar Output Normal,None,Continue Charging,Battery remains healthy,No,Low
SCN-00812,Green,Thermal,Capturing Earth Images,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
SCN-00813,Green,Storage,Downlink,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00814,Green,Storage,Capturing Earth Images,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00815,Green,Communication,Orbit Correction,Signal Stable,None,Continue Downlink,Telemetry transmitted successfully,No,Low
SCN-00816,Green,Power,Calibration,Battery > 70%,None,Continue Mission,Nominal power operation,No,Low
SCN-00817,Yellow,Payload,Downlink,Camera Temperature Rising,Potential Payload Anomaly,Reduce Image Capture Rate,Prevent camera shutdown,Yes,Medium
SCN-00818,Yellow,Power,Orbit Correction,Solar Output Low,Potential Power Anomaly,Rotate Solar Panels,Increase charging efficiency,Yes,Medium
SCN-00819,Green,Communication,Capturing Earth Images,Signal Stable,None,Continue Downlink,Telemetry transmitted successfully,No,Low
SCN-00820,Yellow,Storage,Idle,Storage 70-90%,Potential Storage Anomaly,Schedule Downlink,Avoid storage overflow,Yes,Medium
SCN-00821,Green,Power,Downlink,Solar Output Normal,None,Continue Charging,Battery remains healthy,No,Low
SCN-00822,Green,Storage,Orbit Correction,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00823,Green,Power,Idle,Solar Output Normal,None,Continue Charging,Battery remains healthy,No,Low
SCN-00824,Yellow,Power,Capturing Earth Images,Battery 30-70%,Potential Power Anomaly,Reduce Payload Power,Battery drain reduced,Yes,Medium
SCN-00825,Yellow,Communication,Downlink,Weak Signal,Potential Communication Anomaly,Prepare Next Ground Pass,Avoid communication failure,Yes,Medium
SCN-00826,Yellow,Payload,Orbit Correction,Camera Temperature Rising,Potential Payload Anomaly,Reduce Image Capture Rate,Prevent camera shutdown,Yes,Medium
SCN-00827,Green,Communication,Capturing Earth Images,Signal Stable,None,Continue Downlink,Telemetry transmitted successfully,No,Low
SCN-00828,Green,Payload,Downlink,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00829,Green,Payload,Downlink,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00830,Green,Power,Idle,Battery > 70%,None,Continue Mission,Nominal power operation,No,Low
SCN-00831,Green,Power,Idle,Solar Output Normal,None,Continue Charging,Battery remains healthy,No,Low
SCN-00832,Green,Communication,Downlink,Signal Stable,None,Continue Downlink,Telemetry transmitted successfully,No,Low
SCN-00833,Yellow,Thermal,Downlink,Temperature 45-65°C,Potential Thermal Anomaly,Reduce CPU Load,Prevent overheating,Yes,Medium
SCN-00834,Green,Communication,Orbit Correction,Signal Stable,None,Continue Downlink,Telemetry transmitted successfully,No,Low
SCN-00835,Green,Thermal,Calibration,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
SCN-00836,Green,Storage,Capturing Earth Images,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00837,Red,Power,Orbit Correction,Solar Panel Failure,Power Failure,Disable Payload,Reduce power consumption,Yes,Critical
SCN-00838,Green,Payload,Idle,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00839,Green,Communication,Downlink,Signal Stable,None,Continue Downlink,Telemetry transmitted successfully,No,Low
SCN-00840,Red,Payload,Capturing Earth Images,Camera Failure,Payload Failure,Restart Camera Module,Restore payload functionality,Yes,Critical
SCN-00841,Green,Thermal,Capturing Earth Images,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
SCN-00842,Yellow,Storage,Calibration,Storage 70-90%,Potential Storage Anomaly,Schedule Downlink,Avoid storage overflow,Yes,Medium
SCN-00843,Green,Storage,Calibration,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00844,Green,Storage,Downlink,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00845,Green,Power,Calibration,Battery > 70%,None,Continue Mission,Nominal power operation,No,Low
SCN-00846,Green,Thermal,Capturing Earth Images,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
SCN-00847,Green,Thermal,Calibration,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
SCN-00848,Yellow,Thermal,Capturing Earth Images,Temperature 45-65°C,Potential Thermal Anomaly,Reduce CPU Load,Prevent overheating,Yes,Medium
SCN-00849,Green,Thermal,Capturing Earth Images,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
SCN-00850,Green,Payload,Downlink,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00851,Green,Payload,Calibration,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00852,Green,Storage,Orbit Correction,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00853,Green,Communication,Capturing Earth Images,Signal Stable,None,Continue Downlink,Telemetry transmitted successfully,No,Low
SCN-00854,Green,Payload,Idle,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00855,Green,Power,Orbit Correction,Solar Output Normal,None,Continue Charging,Battery remains healthy,No,Low
SCN-00856,Green,Power,Capturing Earth Images,Solar Output Normal,None,Continue Charging,Battery remains healthy,No,Low
SCN-00857,Green,Power,Calibration,Battery > 70%,None,Continue Mission,Nominal power operation,No,Low
SCN-00858,Green,Communication,Idle,Signal Stable,None,Continue Downlink,Telemetry transmitted successfully,No,Low
SCN-00859,Green,Power,Idle,Battery > 70%,None,Continue Mission,Nominal power operation,No,Low
SCN-00860,Green,Power,Calibration,Battery > 70%,None,Continue Mission,Nominal power operation,No,Low
SCN-00861,Yellow,Payload,Orbit Correction,Camera Temperature Rising,Potential Payload Anomaly,Reduce Image Capture Rate,Prevent camera shutdown,Yes,Medium
SCN-00862,Red,Storage,Orbit Correction,Storage > 95%,Storage Failure,Stop Image Capture and Downlink,Free storage space,Yes,Critical
SCN-00863,Yellow,Storage,Idle,Storage 70-90%,Potential Storage Anomaly,Schedule Downlink,Avoid storage overflow,Yes,Medium
SCN-00864,Green,Thermal,Capturing Earth Images,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
SCN-00865,Green,Payload,Calibration,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00866,Green,Thermal,Orbit Correction,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
SCN-00867,Green,Thermal,Downlink,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
SCN-00868,Green,Thermal,Downlink,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
SCN-00869,Red,Storage,Orbit Correction,Storage > 95%,Storage Failure,Stop Image Capture and Downlink,Free storage space,Yes,Critical
SCN-00870,Green,Power,Calibration,Battery > 70%,None,Continue Mission,Nominal power operation,No,Low
SCN-00871,Green,Payload,Idle,Camera Operational,None,Capture Earth Images,Mission objective achieved,No,Low
SCN-00872,Yellow,Thermal,Downlink,Temperature 45-65°C,Potential Thermal Anomaly,Reduce CPU Load,Prevent overheating,Yes,Medium
SCN-00873,Green,Communication,Idle,Signal Stable,None,Continue Downlink,Telemetry transmitted successfully,No,Low
SCN-00874,Green,Thermal,Calibration,Temperature < 45°C,None,Continue Operation,Subsystem remains stable,No,Low
SCN-00875,Red,Power,Idle,Battery < 20%,Power Failure,Enter Safe Mode,Prevent complete battery depletion,Yes,Critical
SCN-00876,Yellow,Storage,Idle,Storage 70-90%,Potential Storage Anomaly,Schedule Downlink,Avoid storage overflow,Yes,Medium
SCN-00877,Green,Storage,Downlink,Storage < 70%,None,Continue Capturing Images,Store additional payload data,No,Low
SCN-00878,Yellow,Thermal,Idle,Temperature 45-65°C,Potential Thermal Anomaly,Reduce CPU Load,Prevent overheating,Yes,Medium
SCN-00879,Yellow,Thermal,Idle,Temperature 45-65°C,Potential Thermal Anomaly,Reduce CPU Load,Prevent overheating,Yes,Medium
SCN-00880,Green,Power,Orbit Correction,Battery > 70%,None,Continue Mission,Nominal power operation,No,Low
SCN-00881,Yellow,Power,Capturing Earth Images,Solar Output Low,Potential Power Anomaly,Rotate Solar Panels,Increase charging efficiency,Yes,Medium
